"","x"
"195",7.777481288
"196",9.670762952
"197",10.68607097
"198",8.235285637
"199",10.99439635
"200",7.449684234
"201",8.510026161
"202",7.698945853
"203",8.597264355
"204",8.143514168
"205",12.16183847
"206",13.4963916
"207",8.166086766
"208",8.860289032
"209",12.30277753
"210",12.87993163
"211",7.140578929
"212",8.691071145
"213",8.19857643
"214",7.870933628
"215",10.83516983
"216",8.14467895
"217",10.53439355
"218",10.33961115
"219",11.61483561
"220",10.21401789
"221",8.852599407
"222",6.446992522
"223",11.63492452
"224",10.17578914
"225",12.06274123
"226",9.849842644
"227",7.86005569
"228",10.77920431
"229",6.00632298
"230",7.859234064
"231",8.126023905
"232",7.968130297
"233",11.7304259
"234",12.0999229
"235",11.8162723
"236",11.83440483
"237",11.94927503
"238",8.710255786
"239",9.90024113
"240",6.27504006
"241",8.047077605
"242",9.594444679
"243",10.58385134
"244",7.586958739
"245",12.09314198
"246",8.697773024
"247",11.70357375
"248",8.775366125
"249",7.312115935
"250",10.68406493
"251",13.26679986
"252",9.208508878
"253",10.12501917
"254",9.393513525
"255",7.954116841
"256",8.441794423
"257",8.24190757
"258",10.91782739
"259",11.84251998
"260",8.772500829
"261",9.150883131
"262",10.08358341
"263",7.63276982
"264",10.41787407
"265",5.890757041
"266",11.6525256
"267",9.647532204
"268",10.92626331
"269",7.658354322
"270",8.625128139
"271",10.1098706
"272",9.033380408
"273",13.46188857
"274",10.03843325
"275",12.02929526
"276",9.958726534
"277",10.74245922
"278",13.46893354
"279",6.985553008
"280",6.992102522
"281",12.11671115
"282",3.727518906
"283",9.498082507
"284",11.94139989
"285",10.26246146
"286",11.64258866
"287",8.464788083
"288",6.456834097
"289",10.74344985
"290",10.01157293
"291",10.10500221
"292",8.328053942
"293",13.33893343
"294",4.876462489
"295",8.347931603
"296",8.596720979
"297",11.06563931
"298",10.82153589
"299",9.461755799
"300",9.691776326
"301",6.342905637
"302",7.814690197
"303",8.858652877
"304",9.059399784
"305",9.247110038
"306",10.7128668
"307",9.868887362
"308",8.476482093
"309",12.32371356
"310",12.34717651
"311",9.131578258
"312",9.367527169
"313",10.90062708
"314",11.95591195
"315",9.028735507
"316",11.71314447
"317",9.762134224
"318",8.798481534
"319",7.157987163
"320",7.384275759
"321",8.993036094
"322",13.52794377
"323",10.9893367
"324",12.413877
"325",9.454009588
"326",6.92085821
"327",10.07471218
"328",9.632781699
"329",13.02680982
"330",9.263110988
"331",9.14209916
"332",9.246320313
"333",9.628454238
"334",7.628261463
"335",9.408371445
"336",7.658383972
"337",7.370480328
"338",7.118333962
"339",7.484334383
"340",13.38716653
"341",4.84886719
"342",13.14867695
"343",10.96805957
"344",9.861382768
"345",7.356583468
"346",7.141666983
"347",8.708904523
"348",10.58160437
"349",12.62507214
"350",9.494592305
"351",7.339753411
"352",9.894513517
"353",4.801731802
"354",13.51862777
"355",9.574534871
"356",8.861301874
"357",11.12124873
"358",11.83506946
"359",9.595907
"360",11.18663205
"361",7.63404871
"362",10.36027977
"363",11.93581414
"364",9.002321938
"365",11.05763334
"366",10.14811165
"367",8.182458516
"368",9.185100978
"369",7.957575546
"370",8.094457624
"371",7.251616346
"372",10.39100204
"373",8.485208241
"374",6.373703582
"375",10.71763542
"376",7.347756377
"377",8.638841691
"378",11.72057902
"379",9.306377456
"380",10.28215345
"381",9.119603364
"382",10.72219561
"383",6.303642848
"384",7.960455098
"385",10.13892286
"386",10.90377234
"387",8.593501493
"388",8.371238753
"389",9.687613639
"390",7.323038089
"391",8.172636027
"392",11.98384711
"393",8.427920954
"394",6.775773444
"395",11.82927245
"396",8.967198099
"397",12.98320116
"398",10.268536
"399",9.622355726
"400",13.33233018
"401",8.876942022
"402",10.65257091
"403",6.078209964
"404",8.460271121
"405",10.23903126
"406",10.48373564
"407",10.64343936
"408",6.998592024
"409",6.270590286
"410",11.70619895
"411",11.57235886
"412",9.780086201
"413",13.42908155
"414",6.724981093
"415",13.31964887
"416",11.13148076
"417",9.128215425
"418",4.695627477
"419",12.83572947
"420",8.283297465
"421",8.200596078
"422",6.644632128
"423",10.43288924
"424",7.303687108
"425",10.21988269
"426",6.564392916
"427",10.7246032
"428",11.04172911
"429",11.68301642
"430",9.233245389
"431",11.73459633
"432",9.269111702
"433",9.938950321
"434",11.26669068
"435",10.58991729
"436",12.36591587
"437",7.25370819
"438",11.24913373
"439",8.967121557
"440",9.352839901
"441",8.376993642
"442",9.564096936
"443",7.713563249
"444",7.828990558
"445",14.83602848
"446",10.21744522
"447",10.58293363
"448",13.83201097
"449",8.426011847
"450",5.613006388
"451",8.971106735
"452",6.798971088
"453",5.611411324
"454",8.913359809
"455",6.622216888
"456",11.31577652
"457",11.32498536
"458",11.03097283
"459",9.253580281
"460",9.522282826
"461",8.722594133
"462",9.224354667
"463",5.66897703
"464",8.170838985
"465",9.206943396
"466",12.80023616
"467",9.611900249
"468",11.43830997
"469",8.594711162
"470",10.54096513
"471",11.06514856
"472",8.018311843
"473",9.521163422
"474",8.068037745
"475",8.741112282
"476",11.20327907
"477",8.947948069
"478",8.416084954
"479",8.731284613
"480",8.191435532
"481",10.05773534
"482",13.90147147
"483",9.846608133
"484",11.62884352
"485",9.087624468
"486",6.382376246
"487",9.47896509
"488",9.235691446
"489",10.78578331
"490",9.664464352
"491",9.841420096
"492",7.665331093
"493",12.55255438
"494",13.87780291
"495",9.555988104
"496",9.590838278
"497",9.513237961
"498",9.819913568
"499",10.13504162
"500",7.505776925
"501",9.946346281
"502",9.980605753
"503",9.893089788
"504",7.920401472
"505",9.754182348
"506",9.474146356
"507",8.368350889
"508",6.748889541
"509",7.95564442
"510",9.179720095
"511",11.2455011
"512",6.619431437
"513",12.8503852
"514",10.99774369
"515",8.8616839
"516",12.75604167
"517",10.34378172
"518",8.800720662
"519",11.66034096
"520",11.23444414
"521",8.151611861
"522",15.32586717
"523",6.395487576
"524",14.17876085
"525",11.13419492
"526",4.975248297
"527",9.945174048
"528",10.42464142
"529",10.56299138
"530",7.146287501
"531",8.090136746
"532",13.63591767
"533",6.005657954
"534",6.503048718
"535",9.171495143
"536",3.830904549
"537",9.475233949
"538",11.57356216
"539",8.924561833
"540",12.31146988
"541",9.297721453
"542",11.36724907
"543",11.14343689
"544",10.44018068
"545",10.36540916
"546",10.90223103
"547",6.619965141
"548",8.943499279
"549",12.91114637
"550",10.84324689
"551",11.45011036
"552",9.666644537
"553",12.3396638
"554",9.760994693
"555",8.867078226
"556",4.148405021
"557",8.499840663
"558",8.736910528
"559",10.9090311
"560",11.4502355
"561",11.13687877
"562",7.655449681
"563",10.93584331
"564",10.48575978
"565",10.94196384
"566",13.53231364
"567",11.60316819
"568",7.425000878
"569",10.90540609
"570",6.012165923
"571",9.733091439
"572",12.49136385
"573",6.968985839
"574",9.05853696
"575",12.38244067
"576",11.42474349
"577",8.544195056
"578",10.46767925
"579",8.341916524
"580",4.959201724
"581",12.51480826
"582",10.92990585
"583",11.21565717
"584",9.281424339
"585",8.703408811
"586",13.46251467
"587",9.916803424
"588",9.370761551
"589",9.965188541
"590",7.161895894
"591",12.4915876
"592",10.83859961
"593",7.195501371
"594",11.31582396
"595",8.616526473
"596",7.742721835
"597",9.292026789
"598",11.42362283
"599",9.997463757
"600",11.50310472
"601",7.105074719
"602",9.358145528
"603",10.53255104
"604",11.17598754
"605",13.01174025
"606",9.9667911
"607",11.59806597
"608",9.433378434
"609",9.770739516
"610",8.729473234
"611",9.131709111
"612",10.29568164
"613",9.860699032
"614",9.168262251
"615",10.9611712
"616",7.331813673
"617",7.691773486
"618",11.34603491
"619",10.85080755
"620",7.2135674
"621",9.750201524
"622",9.321017253
"623",10.14046125
"624",8.934801773
"625",8.771581549
"626",9.46719142
"627",11.87199088
"628",6.155565051
"629",7.627679441
"630",11.31032206
"631",8.874849446
"632",11.44634795
"633",14.88665793
"634",9.937660705
"635",7.071107758
"636",6.879445085
"637",7.514662362
"638",8.423238537
"639",7.722760608
"640",6.340122359
"641",8.402317186
"642",13.01626695
"643",10.35803556
"644",9.160891305
"645",12.25851649
"646",9.486386216
"647",9.350417003
"648",8.579640377
"649",8.853273543
"650",6.652403636
"651",6.14787257
"652",7.421287629
"653",11.34423363
"654",8.722628702
"655",6.246201433
"656",11.18341013
"657",5.149043515
"658",12.18155682
"659",8.290139555
"660",8.180313285
"661",11.36659459
"662",13.46946887
"663",13.16241951
"664",11.45758629
"665",8.156520627
"666",10.08153216
"667",8.960027724
"668",10.75809796
"669",6.976207164
"670",12.6928535
"671",8.56861387
"672",6.639992933
"673",7.571494923
"674",11.30591709
"675",7.25022598
"676",9.785909409
"677",8.903771755
"678",11.06659498
"679",11.0438247
"680",9.190052953
"681",9.852354583
"682",11.13073835
"683",11.23547667
"684",6.145841346
"685",10.87884123
"686",11.32392034
"687",11.55249088
"688",7.843797159
"689",12.534461
"690",10.54706325
"691",9.445435766
"692",7.905753953
"693",14.30374692
"694",12.53122052
"695",9.669138756
"696",8.140997648
"697",9.101938006
"698",6.944211499
"699",8.806495478
"700",11.58629698
"701",11.97622712
"702",9.733844061
"703",9.67670425
"704",7.946993895
"705",10.85876691
"706",6.558827694
"707",9.845519112
"708",10.24877533
"709",8.178406391
"710",10.47249313
"711",5.46176365
"712",8.797412883
"713",12.03728625
"714",10.06876314
"715",10.23377853
"716",11.71473486
"717",10.92611595
"718",12.7066768
"719",5.782815149
"720",9.329084554
"721",2.831289689
"722",10.25918115
"723",7.710433605
"724",14.1150209
"725",7.719241201
"726",7.93817363
"727",7.357569415
"728",9.963266886
"729",5.853665504
"730",9.856626106
"731",8.704326006
"732",12.6704149
"733",11.29249636
"734",10.77542368
"735",7.729318695
"736",11.27354399
"737",10.01472968
"738",7.547158251
"739",8.94602063
"740",6.813635661
"741",12.39148648
"742",10.40157028
"743",7.81664465
"744",9.371287692
"745",6.281154595
"746",11.62598839
"747",9.541660784
"748",9.191632519
"749",9.12911588
"750",7.225498809
"751",11.59478949
"752",12.05235335
"753",10.03630559
"754",6.534994692
"755",10.63626678
"756",10.42338984
"757",10.64074213
"758",9.724909153
"759",8.042801422
"760",10.6537165
"761",7.510755669
"762",6.045704639
"763",9.631211395
"764",12.77593369
"765",10.76898292
"766",10.54390062
"767",3.187571255
"768",9.254373354
"769",9.266068876
"770",11.27531001
"771",11.77664675
"772",8.441039554
"773",9.70452516
"774",12.21310021
"775",9.658723638
"776",13.27644954
"777",7.691671993
"778",15.94197615
"779",7.081013134
"780",10.60354635
"781",8.221753135
"782",10.54268321
"783",11.72770138
"784",7.085012793
"785",9.253976594
"786",10.7161354
"787",7.726543447
"788",8.82584015
"789",12.60623141
"790",8.446196679
"791",11.64418106
"792",12.28342406
"793",11.48377304
"794",11.97354703
"795",10.93663113
"796",10.13741764
"797",8.04459058
"798",9.862597143
"799",8.135273005
"800",7.960264209
"801",11.00847912
"802",8.588034671
"803",11.05998359
"804",14.7616573
"805",11.4003564
"806",9.816605733
"807",6.101798682
"808",7.338368589
"809",10.69663122
"810",10.30181182
"811",8.611564859
"812",11.39491763
"813",12.22035355
"814",8.746648207
"815",7.339787499
"816",9.443958685
"817",9.557350285
"818",9.058844206
"819",11.61606562
"820",7.598292386
"821",7.71403648
"822",12.36628384
"823",9.44630615
"824",10.66744233
"825",9.298648368
"826",11.3847134
"827",8.392989159
"828",10.92440168
"829",11.34331023
"830",9.255552891
"831",10.62656735
"832",11.92275851
"833",10.60606948
"834",12.27233497
"835",11.82612316
"836",11.61251625
"837",10.9238752
"838",6.733739142
"839",6.793142594
"840",9.651368015
"841",11.93651621
"842",13.31147319
"843",9.445221977
"844",9.066445867
"845",8.103567298
"846",11.02250278
"847",6.172353878
"848",9.125636107
"849",11.83052343
"850",9.726643656
"851",11.16858635
"852",9.730938923
"853",9.24726962
"854",8.323168503
"855",7.682517775
"856",5.546340857
"857",9.557137831
"858",10.7107295
"859",8.328859461
"860",4.734131452
"861",7.114282374
"862",11.45973899
"863",12.88424674
"864",9.448235644
"865",5.670432008
"866",5.447851588
"867",9.688692781
"868",11.18404797
"869",10.75499246
"870",8.396677723
"871",9.736045928
"872",6.646941544
"873",9.829160853
"874",14.42720571
"875",10.32254455
"876",10.13683157
"877",11.07101217
"878",12.33641862
"879",11.45068071
"880",8.455490904
"881",9.069201953
"882",11.30505322
"883",8.622197792
"884",7.441556118
"885",7.083711738
"886",9.314251437
"887",10.80513427
"888",7.913499648
"889",8.153494934
"890",8.10346286
"891",8.297324643
"892",6.047256253
"893",9.295370444
"894",9.033810461
"895",11.42193154
"896",6.388382682
"897",9.538848901
"898",10.30903749
"899",11.9688
"900",9.029140347
"901",12.59043832
"902",9.063060548
"903",14.20078065
"904",10.74249988
"905",5.808348329
"906",9.066557006
"907",9.051892473
"908",8.709157753
"909",10.23201815
"910",11.17602115
"911",12.15653742
"912",6.217409323
"913",10.12609629
"914",9.481091943
"915",9.219686787
"916",7.99339304
"917",10.40053311
"918",10.8385843
"919",7.084578982
"920",10.86934963
"921",12.54149318
"922",12.17082307
"923",11.02436391
"924",11.53247456
"925",10.98155881
"926",9.666914569
"927",8.618643313
"928",7.381072997
"929",15.3592956
"930",10.74249988
"931",5.831226905
"932",7.158977306
"933",9.400012925
"934",12.2155075
"935",7.750129318
"936",10.32101114
"937",7.98975074
"938",8.101927783
"939",12.27743653
"940",9.561039372
"941",9.506896097
"942",9.473907247
"943",10.04396975
"944",6.94206375
"945",3.105827128
"946",9.407268821
"947",12.59399008
"948",8.420765925
"949",9.598747035
"950",11.91785149
"951",8.180802422
"952",11.29953817
"953",9.521938671
"954",5.007680022
"955",6.937110838
"956",7.15228441
"957",11.6194282
"958",8.524403296
"959",9.299480145
"960",12.55946357
"961",12.98888645
"962",12.03738896
"963",10.29313066
"964",11.24294332
"965",9.775973087
"966",9.370938847
"967",8.611229028
"968",10.48493556
"969",7.117720835
"970",12.33788367
"971",11.70762265
"972",9.743994087
"973",10.1485071
"974",11.21458001
"975",8.66049045
"976",9.491294346
"977",10.90173684
"978",11.54855297
"979",11.02879895
"980",6.474180096
"981",9.458981636
"982",8.39403732
"983",9.395625853
"984",7.013940309
"985",12.86870193
"986",10.28552266
"987",10.01220082
"988",6.955118233
"989",12.05697463
"990",11.11348234
"991",5.904986185
"992",7.613264443
"993",7.798164896
"994",5.127734961
"995",8.291342831
"996",6.938834301
"997",9.139971231
"998",6.375397137
"999",7.332951071
"1000",10.36045458
"1001",6.97646088
"1002",7.759107112
"1003",11.12303287
"1004",9.89704212
"1005",12.39517674
"1006",8.259385962
"1007",7.851602792
"1008",8.685654609
"1009",12.33714642
"1010",10.52025703
"1011",13.28323836
"1012",8.53044686
"1013",11.7084298
"1014",7.907021295
"1015",10.02917569
"1016",5.357056468
"1017",10.6689614
"1018",6.087147807
"1019",10.23085001
"1020",10.55878145
"1021",10.57511529
"1022",6.172243604
"1023",9.631538702
"1024",9.542883956
"1025",10.49295512
"1026",10.04997911
"1027",11.27771382
"1028",10.32820522
"1029",9.374062212
"1030",10.65352558
"1031",10.43287254
"1032",11.6046209
"1033",12.2286789
"1034",8.541471416
"1035",8.313724337
"1036",8.99934992
"1037",11.24416839
"1038",8.428196964
"1039",13.01073645
"1040",12.69910912
"1041",8.622939135
"1042",10.03525796
"1043",8.563279694
"1044",9.021382537
"1045",8.320341578
"1046",9.655274021
"1047",6.945784439
"1048",9.772014622
"1049",8.539818023
"1050",10.56548553
"1051",7.941208353
"1052",11.20031016
"1053",9.698802723
"1054",3.077686134
"1055",8.825098681
"1056",10.16971688
"1057",11.95986777
"1058",8.857991313
"1059",10.81914355
"1060",8.440341902
"1061",12.12552369
"1062",9.476235924
"1063",7.389647725
"1064",8.949345058
"1065",3.559532173
"1066",10.16043407
"1067",8.477447707
"1068",8.722051046
"1069",7.658531079
"1070",5.825408789
"1071",6.832899198
"1072",10.09466597
"1073",8.639517393
"1074",7.5627374
"1075",7.94707809
"1076",9.939367318
"1077",11.10119631
"1078",10.782141
"1079",8.22056858
"1080",5.284761514
"1081",8.440052325
"1082",6.805353193
"1083",6.124325731
"1084",7.52759342
"1085",13.87416076
"1086",5.718753748
"1087",14.39337931
"1088",5.98240209
"1089",9.042973792
"1090",10.74878052
"1091",10.36950076
"1092",11.85058208
"1093",10.51564851
"1094",11.25296642
"1095",12.39799119
"1096",8.057773045
"1097",11.39385296
"1098",8.949599293
"1099",13.23030032
"1100",9.893132841
"1101",11.52514193
"1102",7.423028062
"1103",10.30413591
"1104",11.76456128
"1105",8.758771679
"1106",8.800362579
"1107",7.534792547
"1108",7.434946681
"1109",12.22601314
"1110",9.20686
"1111",7.931983922
"1112",6.788420229
"1113",11.15831339
"1114",10.02084827
"1115",10.01763384
"1116",7.095811612
"1117",9.805092045
"1118",8.817847207
"1119",8.96123826
"1120",6.395345631
"1121",10.69366385
"1122",10.70586799
"1123",10.91566302
"1124",13.34872986
"1125",7.794443913
"1126",9.27684044
"1127",7.63521135
"1128",8.765597511
"1129",9.356713833
"1130",10.43173438
"1131",10.24852405
"1132",8.767110359
"1133",6.693377628
"1134",8.938870618
"1135",11.12750096
"1136",9.142534146
"1137",11.27474006
"1138",11.44520942
"1139",11.77992162
"1140",11.49201466
"1141",9.746231082
"1142",12.9416432
"1143",7.230693762
"1144",8.750066721
"1145",6.726846388
"1146",9.083453757
"1147",10.41165055
"1148",6.074246447
"1149",8.18495602
"1150",10.56594589
"1151",15.34984528
"1152",9.414197281
"1153",8.947244797
"1154",8.99744047
"1155",11.30464725
"1156",9.111201369
"1157",9.28315402
"1158",6.887507117
"1159",8.94901246
"1160",6.149938183
"1161",10.047761
"1162",9.979654892
"1163",8.198190143
"1164",9.927400413
"1165",12.11860781
"1166",9.778755244
"1167",15.44872007
"1168",7.030054519
"1169",10.03028346
"1170",7.778705921
"1171",11.11768493
"1172",10.43741328
"1173",10.05932346
"1174",8.004588149
"1175",8.775270789
"1176",8.173092262
"1177",6.437778301
"1178",7.125664558
"1179",6.770704391
"1180",12.69353738
"1181",10.6710593
"1182",11.26287422
"1183",6.421825737
"1184",9.543542391
"1185",10.16340002
"1186",10.95904597
"1187",12.30897397
"1188",13.09202902
"1189",8.798687697
"1190",9.799737108
"1191",7.153266325
"1192",7.273155067
"1193",12.1817693
"1194",10.25882892
"1195",10.01611993
"1196",8.471245343
"1197",10.56345754
"1198",8.563274407
"1199",12.48676266
"1200",10.17167182
"1201",5.793518591
"1202",13.53273653
"1203",8.217439134
"1204",6.759134972
"1205",10.4889039
"1206",9.248147215
"1207",11.5423489
"1208",5.777919348
"1209",8.878593209
"1210",9.996549291
"1211",8.223900603
"1212",12.48930674
"1213",7.385742701
"1214",12.40581158
"1215",10.10487952
"1216",10.21682218
"1217",8.256690315
"1218",10.04238115
"1219",8.60656587
"1220",13.74938061
"1221",10.86534568
"1222",12.40038902
"1223",11.3128599
"1224",11.55468918
"1225",7.840018729
"1226",7.969359473
"1227",8.818256541
"1228",11.02879395
"1229",9.516799901
"1230",8.96020175
"1231",10.18991201
"1232",8.373833684
"1233",11.35477935
"1234",10.28773262
"1235",9.511701385
"1236",11.80676928
"1237",10.87232863
"1238",11.41254133
"1239",8.012552554
"1240",12.81593146
"1241",10.49137054
"1242",8.263939502
"1243",6.217285552
"1244",11.25120892
"1245",3.417723729
"1246",8.590634767
"1247",9.383297316
"1248",7.934087792
"1249",7.451215174
"1250",7.464693379
"1251",10.08845388
"1252",9.52946126
"1253",11.27159247
"1254",7.998158256
"1255",8.758527638
"1256",9.857224157
"1257",8.295654116
"1258",11.05729732
"1259",11.62792537
"1260",9.18376565
"1261",11.65434507
"1262",8.516826101
"1263",10.81622903
"1264",11.04424497
"1265",9.411371185
"1266",8.921038836
"1267",8.905587423
"1268",8.27340254
"1269",9.223506226
"1270",9.198204424
"1271",12.37016456
"1272",7.815340713
"1273",9.671052497
"1274",5.258197663
"1275",8.342095698
"1276",8.685115479
"1277",9.59901963
"1278",7.40898815
"1279",9.570174149
"1280",10.36858962
"1281",10.11472259
"1282",10.21385346
"1283",12.62234284
"1284",6.759407415
"1285",13.2083433
"1286",11.24880984
"1287",7.623876365
"1288",7.562348239
"1289",7.956894117
"1290",9.057654402
"1291",14.04696071
"1292",7.908444684
"1293",9.700420263
"1294",8.010363449
"1295",14.03775696
"1296",5.337166368
"1297",8.493058366
"1298",9.695441626
"1299",9.938622757
"1300",10.54042008
"1301",10.50138123
"1302",10.99878611
"1303",11.2346927
"1304",10.08243197
"1305",11.10980428
"1306",10.00118365
"1307",9.083625273
"1308",8.204240628
"1309",9.005401588
"1310",10.91303118
"1311",8.945376917
"1312",7.950505977
"1313",5.988034625
"1314",11.56805616
"1315",7.373567707
"1316",10.11899614
"1317",14.44232649
"1318",10.0987092
"1319",11.26683568
"1320",6.752230888
"1321",8.798132715
"1322",9.370451493
"1323",12.83664916
"1324",9.463158703
"1325",6.45543324
"1326",10.55102774
"1327",9.26253696
"1328",11.0496581
"1329",12.85139106
"1330",10.11004512
"1331",10.17016972
"1332",11.05977879
"1333",10.45722436
"1334",11.06560571
"1335",10.70736324
"1336",10.39594452
"1337",13.79695241
"1338",9.335749476
"1339",11.16762966
"1340",9.575522137
"1341",7.030721045
"1342",6.960783865
"1343",9.784582388
"1344",11.7616242
"1345",8.724764339
"1346",11.19365604
"1347",8.374156975
"1348",6.926093122
"1349",11.55025849
"1350",12.54179996
"1351",8.441061594
"1352",7.42359343
"1353",6.405446122
"1354",8.572459391
"1355",10.38088705
"1356",12.93677918
"1357",10.0125983
"1358",10.23005334
"1359",10.47741438
"1360",9.607523528
"1361",7.975830288
"1362",9.506559072
"1363",9.387527544
"1364",12.54264376
"1365",8.099220038
"1366",7.537118312
"1367",8.928444272
"1368",13.23655027
"1369",10.02126456
"1370",8.179345494
"1371",10.1383433
"1372",8.12351039
"1373",5.722571437
"1374",9.78914037
"1375",12.51097418
"1376",12.38396336
"1377",7.315538059
"1378",9.237134852
"1379",10.19401113
"1380",6.068398981
"1381",9.39192132
"1382",7.653532722
"1383",6.277211859
"1384",9.460674993
"1385",8.238653917
"1386",11.72251179
"1387",12.92916981
"1388",12.63357282
"1389",11.50097106
"1390",9.574365132
"1391",7.579874253
"1392",12.60384674
"1393",11.32262394
"1394",9.089031215
"1395",8.426729198
"1396",12.18011425
"1397",12.1909812
"1398",6.578228527
"1399",9.156273364
"1400",4.181668073
"1401",7.248372114
"1402",5.568861895
"1403",8.889952271
"1404",10.39223146
"1405",8.938790037
"1406",10.85914831
"1407",4.357800186
"1408",9.039338414
"1409",9.488948515
"1410",8.372198559
"1411",7.481788104
"1412",6.183476253
"1413",7.902318813
"1414",10.45797541
"1415",11.58731598
"1416",10.84152179
"1417",12.32256301
"1418",11.10614294
"1419",8.993118221
"1420",8.919213699
"1421",11.12841205
"1422",11.35871239
"1423",10.91146259
"1424",10.3118655
"1425",10.5374687
"1426",8.096382158
"1427",7.393985386
"1428",8.78182546
"1429",7.000572055
"1430",8.8984725
"1431",9.831302301
"1432",10.40752049
"1433",9.515608114
"1434",9.845231195
"1435",9.93499295
"1436",12.01716318
"1437",6.936681198
"1438",7.747460846
"1439",9.749270529
"1440",5.761698102
"1441",11.46982548
"1442",10.75841634
"1443",9.41990149
"1444",11.36845932
"1445",10.68112961
"1446",9.020767374
"1447",9.958746517
"1448",9.25858012
"1449",9.93912743
"1450",7.285334979
"1451",9.309883202
"1452",13.33344228
"1453",7.142052718
"1454",9.6116141
"1455",9.397064084
"1456",11.94539669
"1457",9.032703863
"1458",7.944074574
"1459",9.112091656
"1460",10.7594142
"1461",9.279504999
"1462",8.154351495
"1463",5.371218654
"1464",12.25672745
"1465",9.157397344
"1466",10.54149039
"1467",7.508497155
"1468",7.828337167
"1469",12.10394344
"1470",8.495314599
"1471",9.848754687
"1472",13.20697418
"1473",7.193460328
"1474",6.428137261
"1475",11.60795526
"1476",8.401016229
"1477",7.675824966
"1478",10.62071139
"1479",7.80202071
"1480",15.14023661
"1481",10.41538391
"1482",10.67861565
"1483",10.39582048
"1484",8.970890873
"1485",7.472950828
"1486",10.40047142
"1487",7.622469356
"1488",8.325479761
"1489",10.82103134
"1490",11.72832623
"1491",10.51152446
"1492",9.402251816
"1493",11.46397004
"1494",7.440532145
"1495",10.85551227
"1496",8.576221387
"1497",8.543113522
"1498",11.71290946
"1499",10.04028061
